1415108551668	9158561000	10447000	191963000	318000	null	null
1415108551675	366000	2364000	4333000	38000	null	null
1415108551679	51000	321000	3436000	388000	null	null
1415108551683	35000	1266000	2656000	39000	null	null
1415108551700	34000	16372000	null	null	null	null
1415108551701	37000	1230000	null	null	null	null
1415108551702	31000	1137000	null	null	null	null
1415108551703	28000	1072000	null	null	null	null
1415108551704	27000	1089000	null	null	null	null
1415108551705	36000	1180000	null	null	null	null
1415108551707	29000	1128000	null	null	null	null
1415108551708	27000	1121000	null	null	null	null
1415108551709	27000	1108000	null	null	null	null
1415108551710	27000	1110000	null	null	null	null
1415108551711	25000	1059000	null	null	null	null
1415108551712	25000	1077000	null	null	null	null
1415108551713	24000	1129000	null	null	null	null
1415108551714	24000	1113000	null	null	null	null
1415108551716	24000	1108000	null	null	null	null
1415108551717	24000	1086000	null	null	null	null
1415108551718	24000	1090000	null	null	null	null
1415108551719	25000	1116000	null	null	null	null
1415108551720	25000	1051000	null	null	null	null
1415108551721	25000	1074000	null	null	null	null
1415108551722	24000	1103000	null	null	null	null
1415108551723	25000	1078000	null	null	null	null
1415108551724	23000	981000	null	null	null	null
1415108551725	23000	976000	null	null	null	null
1415108551726	23000	1011000	null	null	null	null
1415108551728	33000	1081000	null	null	null	null
1415108551729	24000	1081000	null	null	null	null
1415108551730	25000	1006000	null	null	null	null
1415108551731	31000	943000	null	null	null	null
1415108551732	23000	956000	null	null	null	null
1415108551733	23000	925000	null	null	null	null
1415108551733	22000	934000	null	null	null	null
1415108551734	22000	923000	null	null	null	null
1415108551735	23000	951000	null	null	null	null
1415108551736	25000	964000	null	null	null	null
1415108551737	24000	945000	null	null	null	null
1415108551738	29000	952000	null	null	null	null
1415108551739	20000	945000	null	null	null	null
1415108551740	20000	949000	null	null	null	null
1415108551741	20000	931000	null	null	null	null
1415108551742	17000	932000	null	null	null	null
1415108551743	17000	923000	null	null	null	null
1415108551744	18000	915000	null	null	null	null
1415108551745	18000	910000	null	null	null	null
1415108551746	17000	949000	null	null	null	null
1415108551747	17000	941000	null	null	null	null
1415108551748	17000	904000	null	null	null	null
1415108551749	17000	908000	null	null	null	null
1415108551750	17000	890000	null	null	null	null
1415108551751	17000	860000	null	null	null	null
1415108551751	17000	854000	null	null	null	null
1415108551752	17000	889000	null	null	null	null
1415108551753	16000	904000	null	null	null	null
1415108551754	16000	888000	null	null	null	null
1415108551755	16000	861000	null	null	null	null
1415108551756	16000	891000	null	null	null	null
1415108551757	16000	887000	null	null	null	null
1415108551758	16000	891000	null	null	null	null
1415108551759	16000	872000	null	null	null	null
1415108551760	16000	863000	null	null	null	null
1415108551760	20000	948000	null	null	null	null
1415108551761	17000	992000	null	null	null	null
1415108551762	17000	848000	null	null	null	null
1415108551763	17000	849000	null	null	null	null
1415108551764	17000	850000	null	null	null	null
1415108551765	16000	795000	null	null	null	null
1415108551766	16000	813000	null	null	null	null
1415108551767	16000	791000	null	null	null	null
1415108551768	16000	1688000	null	null	null	null
1415108551769	18000	788000	null	null	null	null
1415108551770	22000	758000	null	null	null	null
1415108551771	17000	732000	null	null	null	null
1415108551771	17000	726000	null	null	null	null
1415108551772	16000	773000	null	null	null	null
1415108551773	16000	758000	null	null	null	null
1415108551774	16000	745000	null	null	null	null
1415108551774	16000	732000	null	null	null	null
1415108551775	16000	761000	null	null	null	null
1415108551776	16000	725000	null	null	null	null
1415108551777	16000	766000	null	null	null	null
1415108551777	31000	740000	null	null	null	null
1415108551778	16000	763000	null	null	null	null
1415108551779	16000	745000	null	null	null	null
1415108551780	16000	757000	null	null	null	null
